month,material_no,area,target_value
2026-03,CK-007,Delhi,56711.44
2026-04,CK-007,Delhi,49052.4
2026-05,CK-007,Delhi,49094.7
2026-06,CK-007,Delhi,48585.06
2025-07,CK-007,Guwahati,39118.31
2025-08,CK-007,Guwahati,27551.14
2025-09,CK-007,Guwahati,41154.28
2025-10,CK-007,Guwahati,39494.09
2025-11,CK-007,Guwahati,25749.26
2025-12,CK-007,Guwahati,37677.88
2026-01,CK-007,Guwahati,31783.96
2026-02,CK-007,Guwahati,30615.05
2026-03,CK-007,Guwahati,36739.86
2026-04,CK-007,Guwahati,28680.77
2026-05,CK-007,Guwahati,30439.1
2026-06,CK-007,Guwahati,32003.47
2025-07,CK-007,Hyderabad,59427.79
2025-08,CK-007,Hyderabad,51715.99
2025-09,CK-007,Hyderabad,61353.66
2025-10,CK-007,Hyderabad,71884.38
2025-11,CK-007,Hyderabad,56089.19
2025-12,CK-007,Hyderabad,74279.62
2026-01,CK-007,Hyderabad,45020.33
2026-02,CK-007,Hyderabad,44808.06
2026-03,CK-007,Hyderabad,60400.71
2026-04,CK-007,Hyderabad,44367.32
2026-05,CK-007,Hyderabad,42875.04
2026-06,CK-007,Hyderabad,47037.91
2025-07,CK-007,Jaipur,37763.63
2025-08,CK-007,Jaipur,34217.53
2025-09,CK-007,Jaipur,38344.01
2025-10,CK-007,Jaipur,37357.35
2025-11,CK-007,Jaipur,31343.17
2025-12,CK-007,Jaipur,39459.6
2026-01,CK-007,Jaipur,32672.23
2026-02,CK-007,Jaipur,28620.94
2026-03,CK-007,Jaipur,41721.25
2026-04,CK-007,Jaipur,27924.63
2026-05,CK-007,Jaipur,30776.84
2026-06,CK-007,Jaipur,32648.18
2025-07,CK-007,Kolkata,63198.48
2025-08,CK-007,Kolkata,43852.43
2025-09,CK-007,Kolkata,57558.45
2025-10,CK-007,Kolkata,57353.49
2025-11,CK-007,Kolkata,44007.23
2025-12,CK-007,Kolkata,59141.71
2026-01,CK-007,Kolkata,44912.14
2026-02,CK-007,Kolkata,44251.03
2026-03,CK-007,Kolkata,60064.41
2026-04,CK-007,Kolkata,48587.61
2026-05,CK-007,Kolkata,45718.59
2026-06,CK-007,Kolkata,43305.64
2025-07,CK-007,Patna,40721.11
2025-08,CK-007,Patna,29920.62
2025-09,CK-007,Patna,36414.5
2025-10,CK-007,Patna,35680.04
2025-11,CK-007,Patna,31769.62
2025-12,CK-007,Patna,36594.06
2026-01,CK-007,Patna,29356.25
2026-02,CK-007,Patna,31710.3
2026-03,CK-007,Patna,36638.6
2026-04,CK-007,Patna,32572.92
2026-05,CK-007,Patna,27466.98
2026-06,CK-007,Patna,32456.44
2025-07,CK-008,Ahmedabad,62702.19
2025-08,CK-008,Ahmedabad,41290.28
2025-09,CK-008,Ahmedabad,56355.78
2025-10,CK-008,Ahmedabad,58012.42
2025-11,CK-008,Ahmedabad,53744.39
2025-12,CK-008,Ahmedabad,57613.05
2026-01,CK-008,Ahmedabad,45573.59
2026-02,CK-008,Ahmedabad,52886.6
2026-03,CK-008,Ahmedabad,53829.15
2026-04,CK-008,Ahmedabad,45521.27
2026-05,CK-008,Ahmedabad,48304.56
2026-06,CK-008,Ahmedabad,48631.41
2025-07,CK-008,Bengaluru,60712.92
2025-08,CK-008,Bengaluru,47223.66
2025-09,CK-008,Bengaluru,56545.4
2025-10,CK-008,Bengaluru,71115.09
2025-11,CK-008,Bengaluru,55060.27
2025-12,CK-008,Bengaluru,75090.55
2026-01,CK-008,Bengaluru,46195.54
2026-02,CK-008,Bengaluru,46299.16
2026-03,CK-008,Bengaluru,59265.98
2026-04,CK-008,Bengaluru,41355.47
2026-05,CK-008,Bengaluru,46635.65
2026-06,CK-008,Bengaluru,42489.96
2025-07,CK-008,Chennai,58890.73
2025-08,CK-008,Chennai,51571.68
2025-09,CK-008,Chennai,56797.9
2025-10,CK-008,Chennai,70496.14
2025-11,CK-008,Chennai,55714.21
2025-12,CK-008,Chennai,72041.7
2026-01,CK-008,Chennai,46069.49
2026-02,CK-008,Chennai,49288.93
2026-03,CK-008,Chennai,55690.28
2026-04,CK-008,Chennai,47055.91
2026-05,CK-008,Chennai,48154.32
2026-06,CK-008,Chennai,46314.15
2025-07,CK-008,Delhi,60651.07
2025-08,CK-008,Delhi,48507.3
2025-09,CK-008,Delhi,62809.2
2025-10,CK-008,Delhi,54346.85
2025-11,CK-008,Delhi,53649.76
2025-12,CK-008,Delhi,55399.4
2026-01,CK-008,Delhi,45276.64
2026-02,CK-008,Delhi,44497.08
2026-03,CK-008,Delhi,62797.23
2026-04,CK-008,Delhi,48771.87
2026-05,CK-008,Delhi,45613.25
2026-06,CK-008,Delhi,48284.59
2025-07,CK-008,Hyderabad,55395.4
2025-08,CK-008,Hyderabad,47898.8
2025-09,CK-008,Hyderabad,60360.53
2025-10,CK-008,Hyderabad,65533.74
2025-11,CK-008,Hyderabad,53324.79
2025-12,CK-008,Hyderabad,68472.59
2026-01,CK-008,Hyderabad,54277.17
2026-02,CK-008,Hyderabad,43586.96
2026-03,CK-008,Hyderabad,52844.52
2026-04,CK-008,Hyderabad,45017.46
2026-05,CK-008,Hyderabad,44242.78
2026-06,CK-008,Hyderabad,47313.44
2025-07,CK-008,Jaipur,31901.68
2025-08,CK-008,Jaipur,29436.16
2025-09,CK-008,Jaipur,43483.19
2025-10,CK-008,Jaipur,38425.23
2025-11,CK-008,Jaipur,30468.02
2025-12,CK-008,Jaipur,39793.66
2026-01,CK-008,Jaipur,31845.66
2026-02,CK-008,Jaipur,31108.6
2026-03,CK-008,Jaipur,37238.99
2026-04,CK-008,Jaipur,31741.88
2026-05,CK-008,Jaipur,31391.28
2026-06,CK-008,Jaipur,32889.93
2025-07,CK-008,Pune,60643.76
2025-08,CK-008,Pune,50304.24
2025-09,CK-008,Pune,59982.13
2025-10,CK-008,Pune,57092.4
2025-11,CK-008,Pune,46694.85
2025-12,CK-008,Pune,61590.16
2026-01,CK-008,Pune,51550.49
2026-02,CK-008,Pune,51146.56
2026-03,CK-008,Pune,60058.29
2026-04,CK-008,Pune,48215.01
2026-05,CK-008,Pune,44405.11
2026-06,CK-008,Pune,47508.12
2025-07,CK-009,Bengaluru,58217.99
2025-08,CK-009,Bengaluru,47145.61
2025-09,CK-009,Bengaluru,63887.31
2025-10,CK-009,Bengaluru,62993.42
2025-11,CK-009,Bengaluru,52995.49
2025-12,CK-009,Bengaluru,72261.51
2026-01,CK-009,Bengaluru,44412.76
2026-02,CK-009,Bengaluru,46568.02
2026-03,CK-009,Bengaluru,58806.37
2026-04,CK-009,Bengaluru,45580.63
2026-05,CK-009,Bengaluru,45196.94
2026-06,CK-009,Bengaluru,48816.86
2025-07,CK-009,Delhi,64950.57
2025-08,CK-009,Delhi,50654.35
2025-09,CK-009,Delhi,57633.74
2025-10,CK-009,Delhi,58483.77
2025-11,CK-009,Delhi,42461.86
2025-12,CK-009,Delhi,64549.6
2026-01,CK-009,Delhi,44924.91
2026-02,CK-009,Delhi,47466.79
2026-03,CK-009,Delhi,60366.44
2026-04,CK-009,Delhi,49645.49
2026-05,CK-009,Delhi,46112.44
2026-06,CK-009,Delhi,46613.87
2025-07,CK-009,Guwahati,33005.75
2025-08,CK-009,Guwahati,30759.58
2025-09,CK-009,Guwahati,41999.13
2025-10,CK-009,Guwahati,41647.21
2025-11,CK-009,Guwahati,28272.03
2025-12,CK-009,Guwahati,38746.9
2026-01,CK-009,Guwahati,28803.8
2026-02,CK-009,Guwahati,28299.26
2026-03,CK-009,Guwahati,39155.72
2026-04,CK-009,Guwahati,29049.19
2026-05,CK-009,Guwahati,28915.64
2026-06,CK-009,Guwahati,30100.7
2025-07,CK-009,Hyderabad,61692.67
2025-08,CK-009,Hyderabad,46357.57
2025-09,CK-009,Hyderabad,59722.38
2025-10,CK-009,Hyderabad,61246.26
2025-11,CK-009,Hyderabad,45861.68
2025-12,CK-009,Hyderabad,66012.45
2026-01,CK-009,Hyderabad,46097.64
2026-02,CK-009,Hyderabad,48164.64
2026-03,CK-009,Hyderabad,54181.09
2026-04,CK-009,Hyderabad,50657.83
2026-05,CK-009,Hyderabad,45541.93
2026-06,CK-009,Hyderabad,46896.84
2025-07,CK-009,Jaipur,41205.2
2025-08,CK-009,Jaipur,29076.64
2025-09,CK-009,Jaipur,35527.53
2025-10,CK-009,Jaipur,36329.02
2025-11,CK-009,Jaipur,30073.28
2025-12,CK-009,Jaipur,39687.68
2026-01,CK-009,Jaipur,30804.5
2026-02,CK-009,Jaipur,30069.05
2026-03,CK-009,Jaipur,38379.35
2026-04,CK-009,Jaipur,30862.82
2026-05,CK-009,Jaipur,28493.75
2026-06,CK-009,Jaipur,31437.86
2025-07,CK-009,Mumbai,55493.27
2025-08,CK-009,Mumbai,47851.01
2025-09,CK-009,Mumbai,56778.69
2025-10,CK-009,Mumbai,59031.13
2025-11,CK-009,Mumbai,50447.84
2025-12,CK-009,Mumbai,52695.09
2026-01,CK-009,Mumbai,44875.38
2026-02,CK-009,Mumbai,44030.63
2026-03,CK-009,Mumbai,55298.19
2026-04,CK-009,Mumbai,43777.73
2026-05,CK-009,Mumbai,46089.29
2026-06,CK-009,Mumbai,46402.32
2025-07,CK-009,Patna,36360.02
2025-08,CK-009,Patna,34053.96
2025-09,CK-009,Patna,43011.76
2025-10,CK-009,Patna,42595.72
2025-11,CK-009,Patna,26693.99
2025-12,CK-009,Patna,39254.39
2026-01,CK-009,Patna,34435.34
2026-02,CK-009,Patna,31590.5
2026-03,CK-009,Patna,35232.81
2026-04,CK-009,Patna,28930.55
2026-05,CK-009,Patna,28050.33
2026-06,CK-009,Patna,30146.05
2025-07,CK-010,Bengaluru,55125.76
2025-08,CK-010,Bengaluru,48765.95
2025-09,CK-010,Bengaluru,64615.21
2025-10,CK-010,Bengaluru,71837.48
2025-11,CK-010,Bengaluru,60777.02
2025-12,CK-010,Bengaluru,69794.06
2026-01,CK-010,Bengaluru,49088.14
2026-02,CK-010,Bengaluru,45555.99
2026-03,CK-010,Bengaluru,59319.21
2026-04,CK-010,Bengaluru,51048.6
2026-05,CK-010,Bengaluru,45234.81
2026-06,CK-010,Bengaluru,48784.45
2025-07,CK-010,Chennai,55760.57
2025-08,CK-010,Chennai,46678.44
2025-09,CK-010,Chennai,62661.25
2025-10,CK-010,Chennai,72626.97
2025-11,CK-010,Chennai,52254.16
2025-12,CK-010,Chennai,73426.45
2026-01,CK-010,Chennai,51293.8
2026-02,CK-010,Chennai,48878.26
2026-03,CK-010,Chennai,53430.22
2026-04,CK-010,Chennai,49634.44
2026-05,CK-010,Chennai,48286.41
2026-06,CK-010,Chennai,49301.77
2025-07,CK-010,Guwahati,34776.5
2025-08,CK-010,Guwahati,30891.49
2025-09,CK-010,Guwahati,34673.64
2025-10,CK-010,Guwahati,36630.13
2025-11,CK-010,Guwahati,30381.25
2025-12,CK-010,Guwahati,42002.93
2026-01,CK-010,Guwahati,31695.35
2026-02,CK-010,Guwahati,32643.02
2026-03,CK-010,Guwahati,38621.99
2026-04,CK-010,Guwahati,30643.64
2026-05,CK-010,Guwahati,28300.59
2026-06,CK-010,Guwahati,34335.14
2025-07,CK-010,Hyderabad,56026.97
2025-08,CK-010,Hyderabad,49667.72
2025-09,CK-010,Hyderabad,57991.92
2025-10,CK-010,Hyderabad,64728.27
2025-11,CK-010,Hyderabad,53010.82
2025-12,CK-010,Hyderabad,73602.49
2026-01,CK-010,Hyderabad,48377.26
2026-02,CK-010,Hyderabad,49841.91
2026-03,CK-010,Hyderabad,59165.48
2026-04,CK-010,Hyderabad,47566.07
2026-05,CK-010,Hyderabad,50916.61
2026-06,CK-010,Hyderabad,47443.48
2025-07,CK-010,Jaipur,36528.27
2025-08,CK-010,Jaipur,32703.39
2025-09,CK-010,Jaipur,34548.03
2025-10,CK-010,Jaipur,37911.42
2025-11,CK-010,Jaipur,28315.89
2025-12,CK-010,Jaipur,40893.13
2026-01,CK-010,Jaipur,32803.03
2026-02,CK-010,Jaipur,28627.06
2026-03,CK-010,Jaipur,35207.92
2026-04,CK-010,Jaipur,32818.23
2026-05,CK-010,Jaipur,33825.66
2026-06,CK-010,Jaipur,31609.45
2025-07,CK-010,Kolkata,61965.35
2025-08,CK-010,Kolkata,50466.27
2025-09,CK-010,Kolkata,60578.51
2025-10,CK-010,Kolkata,63054.17
2025-11,CK-010,Kolkata,53355.44
2025-12,CK-010,Kolkata,57097.21
2026-01,CK-010,Kolkata,45962.5
2026-02,CK-010,Kolkata,51723.19
2026-03,CK-010,Kolkata,64107.32
2026-04,CK-010,Kolkata,52396.64
2026-05,CK-010,Kolkata,49587.12
2026-06,CK-010,Kolkata,45326.34
2025-07,CK-010,Mumbai,60458.51
2025-08,CK-010,Mumbai,43412.96
2025-09,CK-010,Mumbai,61629.01
2025-10,CK-010,Mumbai,57212.75
2025-11,CK-010,Mumbai,43938.91
2025-12,CK-010,Mumbai,59712.38
2026-01,CK-010,Mumbai,46055.78
2026-02,CK-010,Mumbai,52495.97
2026-03,CK-010,Mumbai,62023.84
2026-04,CK-010,Mumbai,50802.95
2026-05,CK-010,Mumbai,46242.97
2026-06,CK-010,Mumbai,47829.61
2025-07,CO-001,Ahmedabad,44711.77
2025-08,CO-001,Ahmedabad,31646.12
2025-09,CO-001,Ahmedabad,45677.88
2025-10,CO-001,Ahmedabad,44595.35
2025-11,CO-001,Ahmedabad,34826.06
2025-12,CO-001,Ahmedabad,44271.52
2026-01,CO-001,Ahmedabad,32466.65
2026-02,CO-001,Ahmedabad,36216.11
2026-03,CO-001,Ahmedabad,44346.91
2026-04,CO-001,Ahmedabad,39485.77
2026-05,CO-001,Ahmedabad,38002.28
2026-06,CO-001,Ahmedabad,37585.18
2025-07,CO-001,Bengaluru,39711.42
2025-08,CO-001,Bengaluru,37909.57
2025-09,CO-001,Bengaluru,45642.07
2025-10,CO-001,Bengaluru,55069.47
2025-11,CO-001,Bengaluru,46278.74
2025-12,CO-001,Bengaluru,49672.48
2026-01,CO-001,Bengaluru,34398.05
2026-02,CO-001,Bengaluru,36634.7
2026-03,CO-001,Bengaluru,48528.92
2026-04,CO-001,Bengaluru,37075.26
2026-05,CO-001,Bengaluru,36705.06
2026-06,CO-001,Bengaluru,35360.74
2025-07,CO-001,Delhi,46026.0
2025-08,CO-001,Delhi,36504.25
2025-09,CO-001,Delhi,42878.99
2025-10,CO-001,Delhi,45888.11
2025-11,CO-001,Delhi,40318.79
2025-12,CO-001,Delhi,46234.62
2026-01,CO-001,Delhi,36704.89
2026-02,CO-001,Delhi,33698.56
2026-03,CO-001,Delhi,48170.0
2026-04,CO-001,Delhi,30746.15
2026-05,CO-001,Delhi,34147.35
2026-06,CO-001,Delhi,36824.69
2025-07,CO-001,Guwahati,30599.01
2025-08,CO-001,Guwahati,22051.22
2025-09,CO-001,Guwahati,27744.83
2025-10,CO-001,Guwahati,29998.13
2025-11,CO-001,Guwahati,24552.06
2025-12,CO-001,Guwahati,29609.95
2026-01,CO-001,Guwahati,21950.01
2026-02,CO-001,Guwahati,25626.42
2026-03,CO-001,Guwahati,29646.19
2026-04,CO-001,Guwahati,23650.11
2026-05,CO-001,Guwahati,24455.36
2026-06,CO-001,Guwahati,21789.32
2025-07,CO-001,Hyderabad,44231.42
2025-08,CO-001,Hyderabad,35835.24
2025-09,CO-001,Hyderabad,41972.23
2025-10,CO-001,Hyderabad,51008.91
2025-11,CO-001,Hyderabad,40805.38
2025-12,CO-001,Hyderabad,49073.3
2026-01,CO-001,Hyderabad,35186.27
2026-02,CO-001,Hyderabad,34538.26
2026-03,CO-001,Hyderabad,49763.5
2026-04,CO-001,Hyderabad,34134.14
2026-05,CO-001,Hyderabad,37941.66
2026-06,CO-001,Hyderabad,36712.33
2025-07,CO-001,Jaipur,29590.23
2025-08,CO-001,Jaipur,24980.54
2025-09,CO-001,Jaipur,27821.31
2025-10,CO-001,Jaipur,30861.24
2025-11,CO-001,Jaipur,23164.9
2025-12,CO-001,Jaipur,28743.87
2026-01,CO-001,Jaipur,21753.01
2026-02,CO-001,Jaipur,23118.31
2026-03,CO-001,Jaipur,28097.76
2026-04,CO-001,Jaipur,23416.76
2026-05,CO-001,Jaipur,19522.79
2026-06,CO-001,Jaipur,24620.06
2025-07,CO-001,Kolkata,45520.38
2025-08,CO-001,Kolkata,36684.98
2025-09,CO-001,Kolkata,46423.61
2025-10,CO-001,Kolkata,47000.25
2025-11,CO-001,Kolkata,32455.55
2025-12,CO-001,Kolkata,40085.71
2026-01,CO-001,Kolkata,31079.53
2026-02,CO-001,Kolkata,34448.38
2026-03,CO-001,Kolkata,43021.84
2026-04,CO-001,Kolkata,36932.34
2026-05,CO-001,Kolkata,35640.15
2026-06,CO-001,Kolkata,37209.84
2025-07,CO-001,Lucknow,28269.01
2025-08,CO-001,Lucknow,23840.8
2025-09,CO-001,Lucknow,30948.92
2025-10,CO-001,Lucknow,30083.21
2025-11,CO-001,Lucknow,25275.4
2025-12,CO-001,Lucknow,28066.07
2026-01,CO-001,Lucknow,20370.39
2026-02,CO-001,Lucknow,25270.91
2026-03,CO-001,Lucknow,29091.47
2026-04,CO-001,Lucknow,22545.11
2026-05,CO-001,Lucknow,22206.32
2026-06,CO-001,Lucknow,20840.86
2025-07,CO-001,Mumbai,42042.32
2025-08,CO-001,Mumbai,32025.99
2025-09,CO-001,Mumbai,41586.11
2025-10,CO-001,Mumbai,45596.23
2025-11,CO-001,Mumbai,34243.84
2025-12,CO-001,Mumbai,45905.32
2026-01,CO-001,Mumbai,32140.66
2026-02,CO-001,Mumbai,35143.49
2026-03,CO-001,Mumbai,42294.64
2026-04,CO-001,Mumbai,37547.75
2026-05,CO-001,Mumbai,36832.01
2026-06,CO-001,Mumbai,32778.14
2025-07,CO-001,Pune,40630.12
2025-08,CO-001,Pune,36136.46
2025-09,CO-001,Pune,44390.24
2025-10,CO-001,Pune,47124.5
2025-11,CO-001,Pune,36445.88
2025-12,CO-001,Pune,44604.31
2026-01,CO-001,Pune,37211.57
2026-02,CO-001,Pune,35786.85
2026-03,CO-001,Pune,43313.89
2026-04,CO-001,Pune,36662.11
2026-05,CO-001,Pune,33537.13
2026-06,CO-001,Pune,35702.57
2025-07,CO-002,Ahmedabad,39607.64
2025-08,CO-002,Ahmedabad,36733.51
2025-09,CO-002,Ahmedabad,45595.93
2025-10,CO-002,Ahmedabad,49049.53
2025-11,CO-002,Ahmedabad,32365.97
2025-12,CO-002,Ahmedabad,44681.17
2026-01,CO-002,Ahmedabad,34804.51
2026-02,CO-002,Ahmedabad,35534.81
2026-03,CO-002,Ahmedabad,43937.72
2026-04,CO-002,Ahmedabad,37150.36
2026-05,CO-002,Ahmedabad,35065.36
2026-06,CO-002,Ahmedabad,37497.73
2025-07,CO-002,Chennai,46296.05
2025-08,CO-002,Chennai,35640.47
2025-09,CO-002,Chennai,42482.73
2025-10,CO-002,Chennai,49482.43
2025-11,CO-002,Chennai,41421.96
2025-12,CO-002,Chennai,54216.25
2026-01,CO-002,Chennai,35451.32
2026-02,CO-002,Chennai,31973.62
2026-03,CO-002,Chennai,44461.62
2026-04,CO-002,Chennai,39539.59
2026-05,CO-002,Chennai,32442.92
2026-06,CO-002,Chennai,38098.82
2025-07,CO-002,Delhi,44561.29
2025-08,CO-002,Delhi,34499.38
2025-09,CO-002,Delhi,43040.78
2025-10,CO-002,Delhi,47437.7
2025-11,CO-002,Delhi,43294.57
2025-12,CO-002,Delhi,48211.29
2026-01,CO-002,Delhi,33466.18
2026-02,CO-002,Delhi,37150.36
2026-03,CO-002,Delhi,47771.95
2026-04,CO-002,Delhi,35086.35
2026-05,CO-002,Delhi,31356.55
2026-06,CO-002,Delhi,35549.91
2025-07,CO-002,Guwahati,31098.48
2025-08,CO-002,Guwahati,26430.89
2025-09,CO-002,Guwahati,31287.12
2025-10,CO-002,Guwahati,30834.36
2025-11,CO-002,Guwahati,23913.75
2025-12,CO-002,Guwahati,30456.03
2026-01,CO-002,Guwahati,22363.34
2026-02,CO-002,Guwahati,26088.45
2026-03,CO-002,Guwahati,27818.58
2026-04,CO-002,Guwahati,22891.27
2026-05,CO-002,Guwahati,21329.09
2026-06,CO-002,Guwahati,23588.94
2025-07,CO-002,Hyderabad,41529.38
2025-08,CO-002,Hyderabad,35189.86
2025-09,CO-002,Hyderabad,45950.01
2025-10,CO-002,Hyderabad,52792.67
2025-11,CO-002,Hyderabad,41195.31
2025-12,CO-002,Hyderabad,54948.65
2026-01,CO-002,Hyderabad,32876.82
2026-02,CO-002,Hyderabad,35404.49
2026-03,CO-002,Hyderabad,43662.47
2026-04,CO-002,Hyderabad,38061.4
2026-05,CO-002,Hyderabad,37410.69
2026-06,CO-002,Hyderabad,36180.96
2025-07,CO-002,Jaipur,29308.47
2025-08,CO-002,Jaipur,19812.54
2025-09,CO-002,Jaipur,29515.57
2025-10,CO-002,Jaipur,30817.12
2025-11,CO-002,Jaipur,25137.77
2025-12,CO-002,Jaipur,30033.67
2026-01,CO-002,Jaipur,25292.6
2026-02,CO-002,Jaipur,20727.77
2026-03,CO-002,Jaipur,29009.53
2026-04,CO-002,Jaipur,24187.2
2026-05,CO-002,Jaipur,22979.64
2026-06,CO-002,Jaipur,23596.1
2025-07,CO-002,Kolkata,39625.82
2025-08,CO-002,Kolkata,37120.72
2025-09,CO-002,Kolkata,45177.69
2025-10,CO-002,Kolkata,46203.27
2025-11,CO-002,Kolkata,33388.48
2025-12,CO-002,Kolkata,45838.84
2026-01,CO-002,Kolkata,30544.13
2026-02,CO-002,Kolkata,39224.51
2026-03,CO-002,Kolkata,43720.18
2026-04,CO-002,Kolkata,35731.99
2026-05,CO-002,Kolkata,37040.82
2026-06,CO-002,Kolkata,40025.63
2025-07,CO-002,Lucknow,25959.58
2025-08,CO-002,Lucknow,22655.91
2025-09,CO-002,Lucknow,27360.07
2025-10,CO-002,Lucknow,30767.45
2025-11,CO-002,Lucknow,25909.24
2025-12,CO-002,Lucknow,28524.92
2026-01,CO-002,Lucknow,21591.43
2026-02,CO-002,Lucknow,25655.65
2026-03,CO-002,Lucknow,30378.75
2026-04,CO-002,Lucknow,22934.23
2026-05,CO-002,Lucknow,24924.31
2026-06,CO-002,Lucknow,21498.52
2025-07,CO-002,Mumbai,42563.81
2025-08,CO-002,Mumbai,34255.18
2025-09,CO-002,Mumbai,42375.48
2025-10,CO-002,Mumbai,47838.36
2025-11,CO-002,Mumbai,31839.37
2025-12,CO-002,Mumbai,48031.69
2026-01,CO-002,Mumbai,38616.74
2026-02,CO-002,Mumbai,39091.3
2026-03,CO-002,Mumbai,47792.79
2026-04,CO-002,Mumbai,37234.31
2026-05,CO-002,Mumbai,38217.83
2026-06,CO-002,Mumbai,36239.96
2025-07,CO-002,Pune,46350.56
2025-08,CO-002,Pune,37796.44
2025-09,CO-002,Pune,45463.31
2025-10,CO-002,Pune,44399.38
2025-11,CO-002,Pune,30667.97
2025-12,CO-002,Pune,45212.62
2026-01,CO-002,Pune,33757.96
2026-02,CO-002,Pune,33684.92
2026-03,CO-002,Pune,43247.71
2026-04,CO-002,Pune,35541.03
2026-05,CO-002,Pune,35558.4
2026-06,CO-002,Pune,35671.7
2025-07,CO-003,Ahmedabad,48737.98
2025-08,CO-003,Ahmedabad,33218.22
2025-09,CO-003,Ahmedabad,46143.96
2025-10,CO-003,Ahmedabad,39454.9
2025-11,CO-003,Ahmedabad,34147.33
2025-12,CO-003,Ahmedabad,46354.1
2026-01,CO-003,Ahmedabad,35661.94
2026-02,CO-003,Ahmedabad,32944.31
2026-03,CO-003,Ahmedabad,44256.67
2026-04,CO-003,Ahmedabad,36866.3
2026-05,CO-003,Ahmedabad,32093.4
2026-06,CO-003,Ahmedabad,38387.8
2025-07,CO-003,Bengaluru,39424.79
2025-08,CO-003,Bengaluru,30066.3
2025-09,CO-003,Bengaluru,45994.49
2025-10,CO-003,Bengaluru,55865.18
2025-11,CO-003,Bengaluru,43551.04
2025-12,CO-003,Bengaluru,52955.42
2026-01,CO-003,Bengaluru,35690.79
2026-02,CO-003,Bengaluru,37687.63
2026-03,CO-003,Bengaluru,41547.9
2026-04,CO-003,Bengaluru,35079.37
2026-05,CO-003,Bengaluru,37032.84
2026-06,CO-003,Bengaluru,35628.77
2025-07,CO-003,Delhi,47852.62
2025-08,CO-003,Delhi,36833.46
2025-09,CO-003,Delhi,40237.53
2025-10,CO-003,Delhi,43740.37
2025-11,CO-003,Delhi,40557.78
2025-12,CO-003,Delhi,43656.39
2026-01,CO-003,Delhi,30603.82
2026-02,CO-003,Delhi,33960.66
2026-03,CO-003,Delhi,47008.55
2026-04,CO-003,Delhi,34364.52
2026-05,CO-003,Delhi,36346.06
2026-06,CO-003,Delhi,31038.05
2025-07,CO-003,Guwahati,25647.39
2025-08,CO-003,Guwahati,24271.05
2025-09,CO-003,Guwahati,27621.21
2025-10,CO-003,Guwahati,31179.83
2025-11,CO-003,Guwahati,25023.19
2025-12,CO-003,Guwahati,28460.74
2026-01,CO-003,Guwahati,23235.63
2026-02,CO-003,Guwahati,20325.28
2026-03,CO-003,Guwahati,30303.27
2026-04,CO-003,Guwahati,20314.92
2026-05,CO-003,Guwahati,21677.03
2026-06,CO-003,Guwahati,23638.81
2025-07,CO-003,Hyderabad,43596.9
2025-08,CO-003,Hyderabad,34113.62
2025-09,CO-003,Hyderabad,47891.52
2025-10,CO-003,Hyderabad,48801.91
2025-11,CO-003,Hyderabad,43122.61
2025-12,CO-003,Hyderabad,53878.64
2026-01,CO-003,Hyderabad,32399.58
2026-02,CO-003,Hyderabad,32105.84
2026-03,CO-003,Hyderabad,42024.3
2026-04,CO-003,Hyderabad,40873.98
2026-05,CO-003,Hyderabad,35289.37
2026-06,CO-003,Hyderabad,35215.17
2025-07,CO-003,Jaipur,29731.88
2025-08,CO-003,Jaipur,21558.17
2025-09,CO-003,Jaipur,28526.38
2025-10,CO-003,Jaipur,28020.3
2025-11,CO-003,Jaipur,25479.41
2025-12,CO-003,Jaipur,30216.24
2026-01,CO-003,Jaipur,22788.23
2026-02,CO-003,Jaipur,24079.54
2026-03,CO-003,Jaipur,27493.15
2026-04,CO-003,Jaipur,21489.71
2026-05,CO-003,Jaipur,20481.29
2026-06,CO-003,Jaipur,20756.99
2025-07,CO-003,Lucknow,29590.07
2025-08,CO-003,Lucknow,20784.81
2025-09,CO-003,Lucknow,28205.09
2025-10,CO-003,Lucknow,29844.55
2025-11,CO-003,Lucknow,26095.8
2025-12,CO-003,Lucknow,27286.92
2026-01,CO-003,Lucknow,21758.55
2026-02,CO-003,Lucknow,19135.44
2026-03,CO-003,Lucknow,28722.04
2026-04,CO-003,Lucknow,20942.9
2026-05,CO-003,Lucknow,23949.0
2026-06,CO-003,Lucknow,24351.03
2025-07,CO-003,Mumbai,37723.67
2025-08,CO-003,Mumbai,36255.3
2025-09,CO-003,Mumbai,41910.13
2025-10,CO-003,Mumbai,45517.2
2025-11,CO-003,Mumbai,33798.39
2025-12,CO-003,Mumbai,49161.7
2026-01,CO-003,Mumbai,30997.13
2026-02,CO-003,Mumbai,28891.36
2026-03,CO-003,Mumbai,42167.44
2026-04,CO-003,Mumbai,35669.84
2026-05,CO-003,Mumbai,36006.11
2026-06,CO-003,Mumbai,37627.22
2025-07,CO-003,Patna,27419.59
2025-08,CO-003,Patna,22436.92
2025-09,CO-003,Patna,29730.03
2025-10,CO-003,Patna,27123.56
2025-11,CO-003,Patna,23676.03
2025-12,CO-003,Patna,29260.26
2026-01,CO-003,Patna,24501.71
2026-02,CO-003,Patna,26220.58
2026-03,CO-003,Patna,27891.85
2026-04,CO-003,Patna,23686.65
2026-05,CO-003,Patna,22177.97
2026-06,CO-003,Patna,25404.23
2025-07,CO-003,Pune,43618.78
2025-08,CO-003,Pune,33269.06
